Country,Dish,Ingredients,Quantities,Facets,Description
Latvia,Aukstā zupa,Beets; Kefir; Cucumber; Hard-boiled eggs; Bologna sausage; Dill; Scallions; Mustard; Vinegar; Salt,300g; 1L; 2; 3; 200g; 1/2 cup; 1/2 cup; 1 tsp; 1 tsp; 1 tsp,MAIN; PORK,"A Latvian cold beet soup with kefir and fresh dill, refreshing in summer."
Lebanon,Kibbeh,Ground lamb; Bulgur; Onion; Pine nuts; Allspice; Cinnamon; Cumin; Mint; Olive oil; Salt,500g; 300g; 2; 50g; 1 tsp; 1/2 tsp; 1/2 tsp; 1 tbsp; 2 tbsp; 1 tsp,LAMB; STARTERS,"A Levantine croquette of bulgur and minced lamb with pine nuts, fried or eaten raw."
Lebanon,Tabbouleh,Parsley; Mint; Bulgur; Tomatoes; Scallions; Lemon juice; Olive oil; Allspice; Salt; Black pepper,3 bunches; 1/2 cup; 50g; 3; 4; 100ml; 100ml; 1/4 tsp; 1 tsp; 1/2 tsp,SALADS; STARTERS; VEGAN; VEGETARIAN,"A Lebanese salad of finely chopped parsley, tomatoes, bulgur and mint."
Lebanon,Hummus,Chickpeas; Tahini; Lemon juice; Garlic; Olive oil; Cumin; Salt; Paprika; Parsley,400g; 150g; 50ml; 2 cloves; 30ml; 1/2 tsp; 1 tsp; pinch; 1 tbsp,DIPS; STARTERS; VEGAN; VEGETARIAN,"A smooth Levantine dip of blended chickpeas, tahini, lemon and garlic."
Lesotho,Pap-pap,Maize meal; Water; Salt,500g; 1L; 1 tsp,SIDES; VEGAN; VEGETARIAN,Lesotho's staple maize or sorghum porridge eaten with meat or vegetable relish.
Lesotho,Motoho,Sorghum flour; Water; Sugar,500g; 2L; 100g,DESSERTS; VEGAN; VEGETARIAN,"A Sotho fermented sorghum porridge, slightly sour and nutritious."
Lesotho,Oxtail Stew,Oxtail; Onion; Carrots; Celery; Garlic; Tomato paste; Beef stock; Thyme; Rosemary; Salt,1kg; 2; 2; 1; 3 cloves; 2 tbsp; 1L; 1 tsp; 1 tsp; 1 tsp,BEEF; MAIN; SOUPS,"Slow-braised oxtail in a rich tomato and vegetable gravy, popular across Southern Africa."
Liberia,Jollof Rice,Rice; Chicken; Tomato paste; Onion; Bell pepper; Scotch bonnet; Thyme; Garlic; Ginger; Oil,500g; 500g; 3 tbsp; 2; 1; 1; 1 tsp; 2 cloves; 1 tsp; 100ml,POULTRY; RICE; SIDES; SOUPS,"West Africa's beloved one-pot tomato rice, fiercely contested between Ghana, Nigeria and Senegal."
Liberia,Cassava Leaf Soup,Cassava leaves; Palm oil; Smoked fish; Beef; Peanut butter; Onion; Garlic; Chili pepper; Salt,500g; 100ml; 200g; 200g; 2 tbsp; 1; 2 cloves; 1; 1 tsp,BEEF; LEAN_FISH; MAIN; SOUPS,A Liberian stew of pounded cassava leaves with palm oil and seafood or meat.
Liberia,Palm Butter (Fish),Fish; Palm Butter (base),150g; 1 serving,MAIN,"A Liberian soup of palm nut extract with fish, onion and spices."
Liberia,Palm Butter (Chicken),Chicken; Palm Butter (base),150g; 1 serving,MAIN; POULTRY,A rich Liberian palm nut soup with chicken.
Libya,Couscous,Couscous; Lamb; Chickpeas; Ras el Hanout; Tomato paste; Onion; Cinnamon; Ginger; Turmeric; Salt,500g; 500g; 200g; 1 tbsp; 2 tbsp; 1; 1/2 tsp; 1 tsp; 1/2 tsp; 1 tsp,LAMB; MAIN,North Africa's iconic semolina grain steamed over a rich broth of lamb or vegetables.
Libya,Bazeen,Barley flour; Lamb stew; Tomato paste; Turmeric; Chili powder; Garlic; Hard-boiled eggs; Oil; Salt,1kg; 500g; 3 tbsp; 1 tsp; 1 tsp; 3 cloves; 4; 50ml; 1 tsp,BREADS; LAMB; MAIN,A Libyan dense cooked barley or wheat dough served with a spiced lamb sauce.
Libya,Asida,Wheat flour; Butter; Honey or Date syrup; Salt; Water,500g; 100g; 200ml; 1/2 tsp; 1L,BREADS; DESSERTS; VEGETARIAN,A smooth thick porridge of wheat or sorghum flour eaten across North and East Africa.
Lithuania,Cepelinai,Potatoes; Ground pork; Onion; Sour cream; Bacon; Dried marjoram; Salt; Black pepper; Cornstarch,2kg; 500g; 2; 200ml; 100g; 1 tsp; 2 tsp; 1 tsp; 1 tbsp,MAIN; PORK,Lithuania's national dish of large zeppelin-shaped potato dumplings filled with meat.
Lithuania,Šaltibarščiai,Pickled beets; Kefir; Cucumber; Hard-boiled eggs; Scallions; Dill; Salt; Boiled potatoes,500g; 1L; 2; 2; 1/2 cup; 1/2 cup; 1 tsp; 4,MAIN; VEGETARIAN,A vivid pink Lithuanian cold beet soup with kefir and hard-boiled eggs.
Lithuania,Kugelis,Potatoes; Bacon; Onion; Eggs; Milk; Salt; Black pepper; Marjoram,2kg; 200g; 2; 3; 200ml; 1.5 tsp; 1/2 tsp; 1/2 tsp,MAIN; PORK,A baked Lithuanian potato pudding with bacon and onion.
Luxembourg,Judd mat Gaardebounen,Smoked pork collar; Broad beans; Onion; Flour; Butter; Heavy cream; Savory herb; Parsley; Black pepper; Salt,1.5kg; 500g; 1; 2 tbsp; 30g; 100ml; 1 tsp; 1 tbsp; 1/2 tsp; 1/2 tsp,MAIN; PORK,Luxembourg's national dish of smoked collar of pork with broad beans in a creamy sauce.
Luxembourg,Bouneschlupp,Green beans; Potatoes; Bacon; Onion; Sour cream; Flour; Savory herb; Parsley; Salt; Black pepper,500g; 3; 100g; 1; 100ml; 1 tbsp; 1/2 tsp; 1 tbsp; 1 tsp; 1/2 tsp,BREADS; MAIN; PORK,Luxembourgish green bean soup with smoked bacon and potatoes.
Luxembourg,Gromperekichelcher,Potatoes; Onion; Parsley; Eggs; Flour; Nutmeg; Salt; Black pepper; Oil for frying,1kg; 1; 1/2 cup; 2; 2 tbsp; 1/4 tsp; 1 tsp; 1/2 tsp; 200ml,MAIN; VEGETARIAN,Luxembourg's crispy potato fritters sold at fairs and markets.
Madagascar,Romazava,Beef; Pork; Chicken; Ginger; Garlic; Onion; Tomatoes; Spilanthes/Mafane greens; Mustard greens; Salt,500g; 200g; 300g; 2 tbsp; 3 cloves; 1; 2; 200g; 200g; 1 tsp,BEEF; MAIN; PORK; POULTRY,Madagascar's national dish of zebu beef and pork cooked with leafy greens.
Madagascar,Ravitoto,Cassava leaves; Pork belly; Garlic; Ginger; Onion; Salt; Oil; Coconut milk,500g; 500g; 4 cloves; 1 tbsp; 1; 1 tsp; 2 tbsp; 200ml,MAIN; PORK,A Malagasy cassava leaves stew with pork and coconut milk.
Madagascar,Lasary,Green beans; Carrots; Cabbage; Vinegar; Curry powder; Mustard; Oil; Onion; Salt,200g; 200g; 200g; 3 tbsp; 1 tsp; 1 tsp; 2 tbsp; 1; 1 tsp,STARTERS; VEGAN; VEGETARIAN,A Malagasy raw salad of tomatoes or green papaya with garlic and ginger.
Malawi,Nsima,Maize flour; Water; Salt,500g; 1L; 1/2 tsp,SIDES; VEGAN; VEGETARIAN,"Malawi's thick maize flour porridge, the essential starch of every meal."
Malawi,Chambo,Chambo fish; Lemon juice; Onion; Tomato; Curry powder; Garlic; Ginger; Oil; Salt,2; 2 tbsp; 1; 2; 1 tsp; 2 cloves; 1 tsp; 50ml; 1 tsp,MAIN; LEAN_FISH,"Malawi's beloved tilapia from Lake Malawi, grilled or fried and served with nsima."
Malawi,Kachumbari,Tomatoes; Red onion; Chili pepper; Cilantro; Lime juice; Salt; Black pepper,3; 1; 1; 2 tbsp; 2 tbsp; 1/2 tsp; 1/4 tsp,SALADS; STARTERS; VEGAN; VEGETARIAN,East African fresh tomato and onion salsa with chili and cilantro.
Malaysia,Nasi Lemak,Jasmine rice; Coconut milk; Pandan leaves; Ginger; Salt; Anchovies; Peanuts; Cucumber; Hard-boiled egg; Sambal paste,500g; 400ml; 2; 20g; 1 tsp; 50g; 50g; 1; 2; 4 tbsp,MAIN; RICE; VEGETARIAN,"Malaysia's national dish of fragrant coconut rice with sambal, anchovies, peanuts and egg."
Malaysia,Laksa,Rice noodles; Coconut milk; Shrimp; Fish balls; Laksa paste; Bean sprouts; Tofu puffs; Laksa leaf/Vietnamese mint; Lemongrass; Chili,400g; 500ml; 200g; 10; 4 tbsp; 100g; 6; 1/4 cup; 1; 2,MAIN; PASTA,Malaysian and Singaporean spicy coconut milk noodle soup with prawns or chicken.
Malaysia,Satay (Chicken),Chicken; Satay (base),150g; 1 serving,GRILLED; MAIN; POULTRY,"Malaysian grilled chicken skewers in turmeric and lemongrass, served with peanut sauce."
Malaysia,Satay (Beef),Beef; Satay (base),150g; 1 serving,BEEF; GRILLED; MAIN,"Malaysian beef satay skewers marinated and grilled, served with peanut sauce."
Maldives,Mas Huni,Smoked tuna; Grated coconut; Onion; Lime; Chili; Salt; Roshi flatbread,200g; 200g; 1; 2; 2; 1/2 tsp; 4,LEAN_FISH; STARTERS,"Maldives' national breakfast of tuna mixed with coconut, onion and chili."
Maldives,Garudhiya,Tuna chunks; Water; Salt; Chili; Curry leaves; Onion; Lime,500g; 1.5L; 2 tsp; 2; 10; 1; 2,LEAN_FISH; MAIN,"A Maldivian clear tuna broth with lime and chili, the archipelago's most fundamental flavour."
Maldives,Kulhimas,Tuna; Onion; Garlic; Ginger; Chili; Curry leaves; Turmeric; Chili powder; Coconut milk; Salt,500g; 2; 3 cloves; 1 tsp; 3; 10; 1/2 tsp; 1 tsp; 100ml; 1 tsp,CURRIES; LEAN_FISH; MAIN,Maldivian smoked tuna stir-fried with spices and coconut.
Mali,Tigadeguena,Chicken; Peanut butter; Tomato paste; Onion; Garlic; Ginger; Chili pepper; Oil; Salt,1kg; 200g; 2 tbsp; 1; 3 cloves; 1 tsp; 1; 3 tbsp; 1 tsp,MAIN; POULTRY; SOUPS,"Mali's peanut butter chicken stew, a robust Sahelian dish."
Mali,Tô,Millet flour; Water; Salt,500g; 1L; 1 tsp,SIDES; VEGAN; VEGETARIAN,The Malian and Burkinabe thick millet porridge eaten with okra or peanut soup.
Mali,Riz au Gras,Rice; Lamb; Tomato paste; Onion; Garlic; Chili; Oil; Salt; Thyme,500g; 500g; 3 tbsp; 2; 3 cloves; 1; 100ml; 1 tsp; 1/2 tsp,LAMB; MAIN; RICE,A West African one-pot rice dish cooked in fatty meat stock.
Malta,Pastizzi,Phyllo pastry; Ricotta; Eggs; Parsley; Onion; Salt; Black pepper,500g; 400g; 2; 1 tbsp; 1; 1 tsp; 1/2 tsp,BREADS; STARTERS; VEGETARIAN,Malta's addictive flaky savoury pastries filled with ricotta or mushy peas.
Malta,Bragioli,Beef; Bacon; Hard-boiled eggs; Breadcrumbs; Garlic; Parsley; Red wine; Tomato paste; Bay leaf; Olive oil,4 slices; 4 strips; 2; 50g; 2 cloves; 1 tbsp; 200ml; 1 tbsp; 1; 2 tbsp,BEEF; MAIN; PORK,Maltese beef olives: thin beef slices rolled around a savoury stuffing and braised in wine.
Malta,Stuffat tal-Fenek,Rabbit; Red wine; Garlic; Onion; Carrots; Tomato paste; Bay leaf; Peppercorns; Olive oil; Salt,1kg; 250ml; 4 cloves; 1; 2; 2 tbsp; 2; 5; 50ml; 1 tsp,MAIN; SOUPS; WHITE_MEAT,"Maltese braised rabbit in wine and tomatoes, the unofficial national dish."
Mauritania,Thiéboudienne,Rice; Whole fish; Tomato paste; Onion; Garlic; Parsley; Chili; Oil; Salt; Lime,500g; 1kg; 3 tbsp; 2; 3 cloves; 1/2 cup; 1; 100ml; 1 tsp; 1,LEAN_FISH; MAIN; RICE,Senegal's national dish of fish and broken rice cooked in a rich tomato and vegetable broth.
Mauritania,Mechoui,Whole lamb; Garlic; Cumin; Coriander; Butter; Salt; Lemon,2kg; 6 cloves; 2 tsp; 2 tsp; 100g; 2 tsp; 2,GRILLED; LAMB; MAIN,"Mauritanian whole-roasted lamb with cumin, served at celebrations."
Mauritania,Haraïssa,Red lentils; Tomatoes; Onion; Garlic; Cumin; Chili powder; Oil; Salt; Lemon,500g; 2; 1; 2 cloves; 1 tsp; 1 tsp; 3 tbsp; 1 tsp; 1,MAIN; SOUPS; VEGETARIAN,A Mauritanian chili paste used as a condiment and cooking ingredient.
Mauritius,Dholl Puri,Yellow split peas; Flour; Turmeric; Oil; Salt; Butter; Water,300g; 500g; 1 tsp; 3 tbsp; 1 tsp; 2 tbsp; 300ml,BREADS; MAIN; VEGETARIAN,"Mauritian yellow split pea flatbread, a legacy of Indian indentured labourers."
Mauritius,Biryani,Basmati rice; Chicken; Yogurt; Onion; Ghee; Saffron; Biryani spice mix; Ginger-garlic paste; Tomatoes; Mint,500g; 500g; 200g; 3; 100g; pinch; 3 tbsp; 2 tbsp; 2; 1/2 cup,MAIN; POULTRY; RICE,"Aromatic layered rice and meat perfumed with saffron and whole spices, a South Asian celebration dish."
Mauritius,Daube de Poulet,Chicken; Garlic; Ginger; Thyme; Tomatoes; Onion; Soy sauce; Oil; Salt; Black pepper,1kg; 3 cloves; 1 tbsp; 1 tsp; 3; 1; 2 tbsp; 3 tbsp; 1 tsp; 1/2 tsp,MAIN; POULTRY,"A Mauritian chicken stew with vegetables and spices, reflecting French Creole heritage."
Mexico,Tacos al Pastor,Pork shoulder; Achiote paste; Pineapple; Onion; Cilantro; Lime; Corn tortillas; Chili sauce; Garlic; Cumin,1kg; 3 tbsp; 200g; 1; 1/2 cup; 2; 12; 100ml; 3 cloves; 1 tsp,GRILLED; MAIN; PORK,"Mexican pork shawarma-style tacos from a trompo spit, flavoured with achiote and pineapple."
Mexico,Mole Poblano,Chicken; Dried chilies; Dark chocolate; Pumpkin seeds; Sesame seeds; Tomatoes; Onion; Garlic; Cinnamon; Cumin,1kg; 5; 50g; 50g; 3 tbsp; 3; 1; 4 cloves; 1/2 tsp; 1 tsp,CURRIES; MAIN; POULTRY,Puebla's legendary chocolate and chili sauce served over turkey or chicken.
Mexico,Chiles en Nogada,Poblano chilies; Ground pork; Apple; Pear; Raisins; Almonds; Walnut cream; Pomegranate; Parsley; Cinnamon,6; 300g; 1; 1; 50g; 50g; 200ml; 100g; 1/4 cup; 1/2 tsp,MAIN; PORK,A patriotic Mexican dish of poblano peppers stuffed with picadillo in walnut cream sauce.
Mexico,Pozole Rojo,Hominy corn; Pork shoulder; Dried guajillo chilies; Garlic; Onion; Oregano; Lettuce; Radishes; Lime; Tostadas,500g; 500g; 5; 4 cloves; 1; 2 tsp; 200g; 100g; 2; 8,MAIN; PORK; SOUPS,A Mexican hominy corn stew in a fiery red chili broth with shredded pork.
Mexico,Tamales,Masa harina; Lard/Shortening; Pork; Salsa roja; Corn husks; Baking powder; Salt; Chicken broth; Cumin; Garlic,500g; 150g; 500g; 200ml; 20; 1 tsp; 1 tsp; 500ml; 1 tsp; 3 cloves,BREADS; MAIN; PORK,Mexican corn masa dumplings filled with meat or cheese and steamed in corn husks.
Mexico,Enchiladas,Corn tortillas; Chicken; Chili sauce; Onion; Sour cream; Cheese; Cilantro; Garlic; Cumin; Oil,8; 500g; 300ml; 1; 150g; 150g; 1/4 cup; 2 cloves; 1 tsp; 3 tbsp,MAIN; POULTRY,"Mexican rolled corn tortillas filled with chicken or cheese, smothered in chili sauce."
Mexico,Guacamole,Avocado; Lime juice; Cilantro; Onion; Tomato; Salt; Jalapeño,3; 2 tbsp; 1/4 cup; 1/2; 1; 1 tsp; 1,DIPS; GLUTEN_FREE; STARTERS; VEGAN; VEGETARIAN,"Freshly mashed avocado with lime, chili and cilantro, Mexico's iconic dip."
Moldova,Mămăligă,Cornmeal; Water; Salt; Butter; Sour cream,500g; 1L; 1 tsp; 50g; 100g,SIDES; VEGETARIAN,"Romanian and Moldovan thick cornmeal porridge eaten with cheese, eggs or sour cream."
Moldova,Sarmale,Ground pork; Ground beef; Rice; Sauerkraut; Tomato juice; Onion; Bacon; Thyme; Dill; Black pepper,400g; 200g; 100g; 500g; 500ml; 1; 100g; 1 tsp; 1 tbsp; 1/2 tsp,BEEF; MAIN; PORK,Romanian and Moldovan stuffed cabbage rolls of spiced pork and rice.
Moldova,Zeamă,Chicken; Noodles; Onion; Carrots; Celery; Parsley; Lovage; Sour cream; Salt; Black pepper,1kg; 100g; 1; 2; 1; 1/4 cup; 1 tbsp; 100g; 1 tsp; 1/2 tsp,MAIN; PASTA; POULTRY; SOUPS,A Moldovan sour chicken noodle soup flavoured with lovage and lemon juice.
Mongolia,Khorkhog,Lamb; Potatoes; Carrots; Onion; Salt; Black pepper; Water; Hot stones,1kg; 3; 2; 1; 1 tsp; 1/2 tsp; 500ml; several,GRILLED; LAMB; MAIN,"Mongolian lamb cooked sealed with hot stones, a nomadic feast tradition."
Mongolia,Tsuivan,Hand-pulled noodles; Beef; Cabbage; Carrots; Onion; Garlic; Oil; Salt; Soy sauce; Pepper,400g; 500g; 200g; 1; 1; 3 cloves; 3 tbsp; 1 tsp; 2 tbsp; 1/2 tsp,BEEF; MAIN; PASTA,Mongolian fried hand-cut noodles stir-fried with lamb and vegetables.
Mongolia,Buuz,Flour; Ground lamb; Onion; Garlic; Salt; Black pepper; Water,300g; 500g; 2; 2 cloves; 1 tsp; 1/2 tsp; 150ml,LAMB; MAIN; SNACKS,"Mongolian steamed dumplings of minced lamb and onion, eaten at Tsagaan Sar."
Montenegro,Burek s Mesom,Phyllo pastry; Ground beef; Onion; Egg; Salt; Black pepper; Oil,500g; 500g; 1; 1; 1 tsp; 1/2 tsp; 100ml,BEEF; BREADS; MAIN,"A Montenegrin meat-filled phyllo pastry, hearty and eaten for breakfast."
Montenegro,Jagnjećina ispod Sača,Lamb; Potatoes; Onion; Garlic; Rosemary; White wine; Olive oil; Salt; Black pepper; Bay leaf,1.5kg; 1kg; 2; 4 cloves; 2 sprigs; 200ml; 50ml; 1 tsp; 1/2 tsp; 2,GRILLED; LAMB; MAIN,Montenegrin lamb slow-roasted under a metal lid covered in embers.
Montenegro,Kačamak,Cornmeal; Potatoes; Kajmak/Cream; Cheese; Salt; Butter,400g; 500g; 100g; 100g; 1 tsp; 50g,MAIN; VEGETARIAN,"Montenegrin polenta-style porridge mixed with potato, cheese and butter."
Morocco,Tagine with Lamb,Lamb shoulder; Preserved lemon; Olives; Onion; Garlic; Ras el Hanout; Ginger; Saffron; Cilantro; Oil,1.5kg; 1; 150g; 2; 4 cloves; 1 tbsp; 1 tsp; pinch; 1/2 cup; 50ml,LAMB; MAIN; SOUPS,Morocco's famous slow-cooked lamb with prunes and almonds in a clay tagine pot.
Morocco,Couscous Marocain,Couscous; Lamb; Chickpeas; Carrots; Zucchini; Turnips; Onion; Ras el Hanout; Saffron; Butter,500g; 500g; 200g; 2; 2; 2; 1; 1 tbsp; pinch; 50g,LAMB; MAIN; RICE,"Moroccan Friday couscous of seven vegetables and lamb, served communally."
Morocco,Pastilla,Pigeon or chicken; Phyllo pastry; Almonds; Eggs; Onion; Cinnamon; Sugar; Smen butter; Parsley; Saffron,1kg; 500g; 200g; 4; 2; 1 tsp; 2 tbsp; 50g; 1/2 cup; pinch,BREADS; MAIN; POULTRY,A Moroccan sweet-savoury filo pie of pigeon or chicken with almonds and cinnamon.
Morocco,Harira,Tomatoes; Lentils; Chickpeas; Lamb; Onion; Celery; Parsley; Cilantro; Turmeric; Saffron,500g; 200g; 200g; 300g; 1; 2; 1/2 cup; 1/2 cup; 1 tsp; pinch,LAMB; MAIN; SOUPS,"The Moroccan and Algerian tomato, lentil and chickpea soup eaten to break the Ramadan fast."
Morocco,Merguez Tagine,Merguez sausage; Tomatoes; Eggs; Bell pepper; Onion; Garlic; Cumin; Paprika; Harissa; Cilantro,500g; 4; 4; 1; 1; 3 cloves; 1 tsp; 1 tsp; 1 tsp; 1/4 cup,LAMB; MAIN; PORK,"A Moroccan tagine with spiced lamb sausages, tomatoes and eggs."
Mozambique,Piri Piri Chicken,Chicken; Piri piri chili; Garlic; Lemon juice; Olive oil; Paprika; Ginger; Oregano; Salt,1kg; 6; 4 cloves; 50ml; 50ml; 1 tsp; 1 tsp; 1 tsp; 1 tsp,GRILLED; MAIN; POULTRY,Mozambican grilled chicken marinated in fierce piri piri chili sauce.
Mozambique,Camarão na Grelha,Tiger prawns; Butter; Garlic; Chili; Lime; Parsley; Salt,500g; 100g; 4 cloves; 2; 1; 1/4 cup; 1 tsp,GRILLED; MAIN,Mozambican grilled prawns with garlic butter and piri piri.
Mozambique,Matapa,Cassava leaves; Peanut butter; Coconut milk; Garlic; Onion; Shrimp; Salt,500g; 200g; 400ml; 3 cloves; 1; 200g; 1 tsp,MAIN,A Mozambican stew of cassava leaves cooked in coconut milk with shrimp or crab.
Myanmar,Mohinga,Catfish; Lemongrass; Ginger; Garlic; Fish sauce; Rice vermicelli; Banana stem; Onion; Turmeric; Chickpea flour,500g; 1; 2 tbsp; 3 cloves; 2 tbsp; 400g; 200g; 2; 1 tsp; 2 tbsp,LEAN_FISH; MAIN; PASTA; SOUPS,Myanmar's national breakfast: a rich catfish and lemongrass broth with rice noodles.
Myanmar,Ohno Khauk Swe,Coconut milk; Chicken; Rice noodles; Turmeric; Garlic; Ginger; Chickpea flour; Fish sauce; Shallots; Lime,800ml; 500g; 400g; 1 tsp; 3 cloves; 1 tbsp; 3 tbsp; 2 tbsp; 3; 1,CURRIES; MAIN; PASTA; POULTRY,"Burmese coconut chicken noodle soup, rich and warming."
Myanmar,Lephet Thoke,Fermented tea leaves; Toasted sesame seeds; Crispy garlic; Fried peas; Tomatoes; Shrimp; Lime; Fish sauce; Peanuts; Ginger,100g; 2 tbsp; 2 tbsp; 100g; 2; 50g; 1; 2 tbsp; 50g; 1 tbsp,SALADS; STARTERS,"Myanmar's unique fermented tea leaf salad with nuts, sesame seeds and dried shrimp."
Namibia,Oshifima,Maize meal; Water; Salt,500g; 1L; 1 tsp,SIDES; VEGAN; VEGETARIAN,"Namibian stiff pearl millet porridge, the country's principal staple food."
Namibia,Kapana,Beef; Salt; Black pepper; Paprika; Oil; Chili sauce,500g; 1 tsp; 1/2 tsp; 1 tsp; 2 tbsp; 50ml,BEEF; GRILLED; MAIN,"Namibian grilled beef over open fire, seasoned with spices and served with sauce."
Namibia,Potjiekos,Beef; Potatoes; Carrots; Onion; Sweet potato; Butternut; Red wine; Garlic; Thyme; Black pepper,1kg; 3; 2; 1; 1; 200g; 200ml; 3 cloves; 1 tsp; 1/2 tsp,BEEF; MAIN; SOUPS,A Southern African slow-cooked stew simmered in a round cast iron pot over coals.
Nepal,Dal Bhat,Lentils; Rice; Ghee; Onion; Garlic; Ginger; Cumin; Turmeric; Mustard seeds; Coriander,300g; 400g; 3 tbsp; 1; 3 cloves; 1 tbsp; 1 tsp; 1 tsp; 1/2 tsp; 1 tsp,MAIN; RICE; VEGETARIAN,Nepal's essential daily meal of lentil soup and rice with vegetable sides.
Nepal,Momo,Flour; Chicken; Onion; Garlic; Ginger; Cumin; Coriander; Turmeric; Salt; Oil,300g; 500g; 1; 2 cloves; 1 tsp; 1/2 tsp; 1/2 tsp; 1/4 tsp; 1 tsp; 1 tbsp,POULTRY; SNACKS; STARTERS,Tibetan and Nepali steamed dumplings of spiced meat or vegetables.
Nepal,Sel Roti,Rice flour; Sugar; Banana; Cardamom; Fennel; Ghee; Water; Oil for frying,500g; 100g; 2; 1/2 tsp; 1/2 tsp; 50g; 200ml; 1L,DESSERTS; FRIED; VEGETARIAN,"A Nepali ring-shaped fried rice flour bread, made at festivals."
Netherlands,Stamppot,Potatoes; Kale/Endive; Smoked sausage; Butter; Milk; Salt; Black pepper; Nutmeg,1kg; 400g; 400g; 50g; 100ml; 1 tsp; 1/2 tsp; 1/4 tsp,MAIN; PORK; SIDES,"Dutch mashed potato combined with kale or sauerkraut, topped with smoked sausage."
Netherlands,Haring,Salted herring; Onion; Pickles; Bread rolls,4; 1; 4; 4,FAT_FISH; MAIN,Dutch salt-cured raw herring eaten with raw onion and pickles.
Netherlands,Erwtensoep,Yellow split peas; Ham hock; Leek; Celery; Celeriac; Onion; Smoked sausage; Salt; Black pepper; Parsley,500g; 1; 2; 1; 100g; 1; 200g; 1 tsp; 1/2 tsp; 1/4 cup,MAIN; PORK; SOUPS,"Thick Dutch split pea soup with pork sausage, a winter classic."
New Zealand,Hangi,Lamb; Chicken; Kumara/Sweet potato; Potatoes; Pumpkin; Cabbage; Stuffing,800g; 800g; 500g; 500g; 300g; 200g; 100g,GRILLED; LAMB; MAIN; POULTRY,New Zealand Maori earth oven feast of meat and vegetables cooked over heated rocks.
New Zealand,Pavlova,Egg whites; Sugar; Vinegar; Cornstarch; Vanilla; Whipped cream; Kiwi fruit; Strawberries; Passionfruit,6; 300g; 1 tsp; 1 tbsp; 1 tsp; 300ml; 3; 200g; 3,DESSERTS; VEGETARIAN,A meringue dessert with a crisp shell topped with whipped cream and fresh fruit.
New Zealand,Pāua Fritters,Abalone/Pāua; Flour; Egg; Spring onion; Salt; Black pepper; Oil for frying,500g; 100g; 1; 2; 1 tsp; 1/2 tsp; 200ml,FRIED; MAIN,"New Zealand fritters of minced abalone, a prized Maori coastal food."
Nicaragua,Gallo Pinto,Rice; Red beans; Onion; Bell pepper; Garlic; Cilantro; Oil; Salt; Cumin,400g; 300g; 1; 1; 2 cloves; 2 tbsp; 2 tbsp; 1 tsp; 1/2 tsp,MAIN; RICE; VEGAN; VEGETARIAN,Nicaragua's and Costa Rica's daily rice and black beans dish.
Nicaragua,Nacatamal,Masa harina; Pork; Tomatoes; Potatoes; Raisins; Olives; Achiote; Salt; Lard; Banana leaves,500g; 500g; 2; 1; 50g; 50g; 1 tsp; 1 tsp; 100g; for wrapping,BREADS; MAIN; PORK,Nicaragua's Christmas tamal of corn dough filled with pork and chili in banana leaves.
Nicaragua,Indio Viejo,Corn tortillas; Beef; Tomatoes; Onion; Garlic; Cilantro; Achiote; Sour orange; Oil; Salt,8; 500g; 2; 1; 3 cloves; 1/4 cup; 1 tsp; 2 tbsp; 3 tbsp; 1 tsp,BEEF; MAIN,A Nicaraguan pre-Columbian dish of shredded beef stewed with tortilla masa and mint.
Niger,Dambou,Millet; Peanut sauce; Sorrel leaves; Onion; Garlic; Chili; Oil; Salt,500g; 200g; 200g; 1; 2 cloves; 1; 100ml; 1 tsp,MAIN; VEGAN; VEGETARIAN,A Nigerien dish of steamed millet balls rolled in herb and peanut sauce.
Niger,Fura da Nono,Millet flour; Yogurt/Milk; Sugar; Ginger; Spices,250g; 500ml; 50g; 1 tsp; 1 tsp,DRINKS; VEGETARIAN,A Niger staple of pounded millet balls in fermented milk.
Niger,Kilishi,Beef; Spice paste; Peanuts; Ginger; Onion; Garlic; Chili; Salt,500g; 3 tbsp; 100g; 1 tsp; 1; 2 cloves; 1 tsp; 1 tsp,BEEF; MAIN,"West African sun-dried and spiced beef jerky, a protein-rich snack."
Nigeria,Jollof Rice,Long grain rice; Tomato puree; Bell peppers; Onion; Scotch bonnet; Chicken; Thyme; Curry powder; Bay leaf; Oil,500g; 400ml; 2; 2; 2; 500g; 1 tsp; 1 tsp; 2; 100ml,MAIN; POULTRY; RICE,"West Africa's beloved one-pot tomato rice, fiercely contested between Ghana, Nigeria and Senegal."
Nigeria,Egusi Soup,Egusi seeds; Spinach; Goat meat; Palm oil; Onion; Tomatoes; Crayfish powder; Chili pepper; Salt; Stockfish,200g; 400g; 500g; 100ml; 2; 3; 2 tbsp; 2; 1 tsp; 200g,LEAN_FISH; MAIN; SOUPS,A Nigerian melon seed soup with leafy vegetables and beef or smoked fish.
Nigeria,Suya,Beef sirloin; Suya spice; Peanuts; Ginger; Garlic; Paprika; Salt; Oil; Onion; Tomatoes,500g; 3 tbsp; 100g; 1 tsp; 2 cloves; 1 tsp; 1 tsp; 2 tbsp; 1; 2,BEEF; GRILLED; MAIN,"Nigerian spiced beef skewers coated in peanut spice mix, grilled over open flame."
